"Reference","added_or_amended","X","coast","Location","Date","Time","Lat","Long","Temp","Sal","Turbidity","sample","bottom","Community_Respiration","Size_fraction_µm","BR_method","Bacterial_Respiratn","BP_method","Bact_prod_filter","Bact_prod_unfil","Bact_prod_filter.1","Bact_prod_unfil.1","BGE","Bact.Abun.filter","Bact.Abun.unfilt","Bact.biomass","DOC","Chl.a","NH4","PO4","NO2","NO3","log10chl","log10no3","log10_bac_prod","Bact_prod_all","log10_bact_prod_all"
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","302","24-Oct-00","18:20",53.67,5,14.58,34.79,4.83,5,26,NA,"0.8","Winkler oxygen",0.6,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.24,NA,NA,0.14,0.98,2.8,NA,237.3,1.13,0.258,0.357,1.836,0.898,0.0530784434834197,-0.0467236633326956,-1,0.34,-0.468521082957745
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","311","25-Oct-00","7:10",53.84,5.01,14.5,34.24,10.61,5,34,NA,"0.8","Winkler oxygen",0.57,"leucine uptake using 1.5 kg C mol-1 leucine",0.09,0.17,NA,NA,0.13,1.22,2.32,NA,210.9,0.69,0.49,0.203,2.501,5.426,-0.161150909262745,0.734479789425577,-1.04575749056068,0.26,-0.585026652029182
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","322","26-Oct-00","7:22",53.67,4.5,14.48,34.34,11.22,5,29,NA,"0.8","Winkler oxygen",0.58,"leucine uptake using 1.5 kg C mol-1 leucine",0.06,0.27,NA,NA,0.09,0.95,1.78,NA,192.5,0.81,0.541,0.194,1.356,6.953,-0.0915149811213502,0.842172229385616,-1.22184874961636,0.33,-0.481486060122112
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","323","26-Oct-00","10:10",53.83,4.5,13.44,34.53,1.91,5,34,NA,"0.8","Winkler oxygen",0.42,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.23,NA,NA,0.18,0.53,2,NA,180.4,0.76,0.344,1.075,0.156,0.505,-0.119186407719209,-0.296708621881339,-1,0.33,-0.481486060122112
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","324","26-Oct-00","12:48",54,4.5,13.1,34.53,1.21,5,36,NA,"0.8","Winkler oxygen",1.09,"leucine uptake using 1.5 kg C mol-1 leucine",0.17,0.34,NA,NA,0.14,0.58,1.76,NA,179.3,2.13,0.316,0.557,0.173,0.435,0.328379603438738,-0.361510743045363,-0.769551078621726,0.51,-0.292429823902064
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","325","26-Oct-00","14:59",54.17,4.5,12.95,34.46,2.44,5,40,NA,"0.8","Winkler oxygen",0.75,"leucine uptake using 1.5 kg C mol-1 leucine",0.08,0.15,NA,NA,0.1,0.89,1.37,NA,90,0.85,0.381,0.723,0.598,1.37,-0.0705810742857073,0.136720567156407,-1.09691001300806,0.23,-0.638272163982407
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","332","27-Oct-00","7:23",54.17,4,12.51,34.4,0.62,5,44,NA,"0.8","Winkler oxygen",1.07,"leucine uptake using 1.5 kg C mol-1 leucine",0.37,0.17,NA,NA,0.26,0.56,1.94,NA,146.7,1.87,0.318,1.15,0.147,0.259,0.271841606536499,-0.586700235918748,-0.431798275933005,0.54,-0.267606240177031
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","333","27-Oct-00","10:13",54,4,11.93,34.4,0.96,5,38,NA,"0.8","Winkler oxygen",0.64,"leucine uptake using 1.5 kg C mol-1 leucine",0.18,0.28,NA,NA,0.22,0.85,2.18,NA,122.3,2.21,0.341,0.943,0.347,1.204,0.344392273685111,0.0806264869218057,-0.744727494896694,0.46,-0.337242168318426
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","334","27-Oct-00","13:04",53.83,4,12.33,34.48,0.83,5,33,NA,"0.8","Winkler oxygen",1.04,"leucine uptake using 1.5 kg C mol-1 leucine",0.19,0.33,NA,NA,0.15,0.75,1.44,NA,110.6,1.54,0.358,0.774,0.329,1.407,0.187520720836463,0.148294097434746,-0.721246399047171,0.52,-0.283996656365201
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","335","27-Oct-00","15:46",53.67,4,13.52,34.32,2.59,5,33,NA,"0.8","Winkler oxygen",0.46,"leucine uptake using 1.5 kg C mol-1 leucine",0.21,0.29,NA,NA,0.31,0.54,1.29,NA,116.8,1.21,0.36,0.747,0.71,2.031,0.0827853703164501,0.307709923404807,-0.677780705266081,0.5,-0.301029995663981
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","336","27-Oct-00","18:57",53.5,4,14.42,34.53,11.45,5,23,NA,"0.8","Winkler oxygen",0.24,"leucine uptake using 1.5 kg C mol-1 leucine",0.12,0.22,NA,NA,0.33,1,1.5,NA,106,0.92,0.556,0.247,1.4,6.273,-0.0362121726544447,0.797475287537334,-0.920818753952375,0.34,-0.468521082957745
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","342","28-Oct-00","7:28",53.25,2.17,12.03,34.33,2.45,5,34,NA,"0.8","Winkler oxygen",2.31,"leucine uptake using 1.5 kg C mol-1 leucine",0.22,0.19,NA,NA,0.09,0.57,1.24,NA,107.5,1.65,0.436,0.528,0.594,2.662,0.217483944213906,0.425208051138656,-0.657577319177794,0.41,-0.387216143280264
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","344","28-Oct-00","10:17",53,2.17,12.86,34.33,4.69,5,29,NA,"0.8","Winkler oxygen",0.54,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.16,NA,NA,0.16,0.54,1,NA,92.4,1.38,0.457,0.864,0.611,3.286,0.139879086401236,0.516667559099043,-1,0.26,-0.585026652029182
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","346","28-Oct-00","13:58",52.75,2.17,13.11,34.03,13.59,5,21,NA,"0.8","Winkler oxygen",0.67,"leucine uptake using 1.5 kg C mol-1 leucine",0.14,0.27,NA,NA,0.17,0.43,1,NA,112.9,0.98,0.573,0.745,0.828,6.312,-0.00877392430750515,0.800166990201364,-0.853871964321762,0.41,-0.387216143280264
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","352","29-Oct-00","7:41",54.33,0.13,10.86,34.46,0.71,5,54,NA,"0.8","Winkler oxygen",1.12,"leucine uptake using 1.5 kg C mol-1 leucine",0.18,0.17,NA,NA,0.14,0.85,1.41,NA,104.7,0.77,0.479,0.474,0.407,3.794,-0.113509274827518,0.579097326552644,-0.744727494896694,0.35,-0.455931955649724
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","353","29-Oct-00","10:24",54.2,0.09,11.44,34.29,9.4,5,38,NA,"0.8","Winkler oxygen",0.48,"leucine uptake using 1.5 kg C mol-1 leucine",0.21,0.23,NA,NA,0.31,0.73,1.75,NA,105.2,0.62,0.51,0.289,0.408,5.934,-0.207608310501746,0.773347541980823,-0.677780705266081,0.44,-0.356547323513813
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","354","29-Oct-00","12:24",54.08,0,11.73,34.31,5.49,5,22,NA,"0.8","Winkler oxygen",1.16,"leucine uptake using 1.5 kg C mol-1 leucine",0.09,0.15,NA,NA,0.07,0.63,1.36,NA,110.2,0.62,0.511,0.269,0.148,6.158,-0.207608310501746,0.789439684567179,-1.04575749056068,0.24,-0.619788758288394
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","355","29-Oct-00","14:39",53.92,0.17,11.65,34.34,2.55,5,30,NA,"0.8","Winkler oxygen",0.19,"leucine uptake using 1.5 kg C mol-1 leucine",0.06,0.16,NA,NA,0.23,0.62,1.45,NA,162.7,0.57,0.483,0.218,0.118,5.375,-0.244125144327509,0.730378468587643,-1.22184874961636,0.22,-0.657577319177794
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","356","29-Oct-00","17:40",53.75,0.35,11.47,34.37,1.96,5,29,NA,"0.8","Winkler oxygen",0.47,"leucine uptake using 1.5 kg C mol-1 leucine",0.07,0.12,NA,NA,0.12,0.68,1.62,NA,104.8,0.6,0.382,0.231,0.186,4.428,-0.221848749616356,0.646207612206685,-1.15490195998574,0.19,-0.721246399047171
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","372","31-Oct-00","10:46",52.5,2.83,14.42,34.79,3.44,5,39,NA,"0.8","Winkler oxygen",0.57,"leucine uptake using 1.5 kg C mol-1 leucine",0.17,0.15,NA,NA,0.23,NA,1.55,NA,128.1,0.92,0.327,0.888,0.208,5.676,-0.0362121726544447,0.754042386785436,-0.769551078621726,0.32,-0.494850021680094
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","374","31-Oct-00","14:02",52.75,2.83,14.38,34.87,5.11,5,29,NA,"0.8","Winkler oxygen",0.61,"leucine uptake using 1.5 kg C mol-1 leucine",0.11,0.12,NA,NA,0.16,0.76,1.53,NA,135.5,1.13,0.276,0.85,0.266,3.445,0.0530784434834197,0.537189226243645,-0.958607314841775,0.23,-0.638272163982407
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","376","31-Oct-00","18:35",53.13,2.83,14.13,34.86,9.43,5,32,NA,"0.8","Winkler oxygen",0.9,"leucine uptake using 1.5 kg C mol-1 leucine",0.05,0.19,NA,NA,0.05,0.75,1.26,NA,102.3,1.12,0.373,0.243,1.018,2.834,0.0492180226701817,0.452399845911442,-1.30102999566398,0.24,-0.619788758288394
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","378","31-Oct-00","19:31",53.25,2.84,13.72,34.38,20.07,5,26,NA,"0.8","Winkler oxygen",0.69,"leucine uptake using 1.5 kg C mol-1 leucine",0.07,0.21,NA,NA,0.09,NA,1.19,NA,110.7,1.02,0.582,0.236,0.397,7.922,0.00860017176191757,0.898834838068274,-1.15490195998574,0.28,-0.552841968657781
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","384","1-Nov-00","9:55",53,3.5,13.96,34.86,8.65,5,28,NA,"0.8","Winkler oxygen",0.42,"leucine uptake using 1.5 kg C mol-1 leucine",0.08,0.19,NA,NA,0.17,0.84,1.88,NA,123.2,1.56,0.233,0.993,0.207,2.331,0.193124598354462,0.367542273520577,-1.09691001300806,0.27,-0.568636235841013
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","386","1-Nov-00","13:12",53.25,3.5,13.71,34.79,14.96,5,20,NA,"0.8","Winkler oxygen",0.37,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.17,NA,NA,0.22,NA,1.32,NA,87.6,1.1,0.394,0.159,0.972,3.257,0.0413926851582251,0.512817758564873,-1,0.27,-0.568636235841013
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","388","1-Nov-00","16:03",53.5,3.5,11.75,34.31,6.85,5,25,NA,"0.8","Winkler oxygen",0.27,"leucine uptake using 1.5 kg C mol-1 leucine",0.07,0.25,NA,NA,0.2,0.66,1.1,NA,86.8,0.97,0.376,0.772,0.607,2.896,-0.0132282657337552,0.461798557525109,-1.15490195998574,0.32,-0.494850021680094
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","402","11-Dec-00","18:17",53.6,4.5,10.82,34.71,9.03,5,21,NA,"0.8","Winkler oxygen",2.4,"leucine uptake using 1.5 kg C mol-1 leucine",0.05,0.11,NA,NA,0.02,0.49,1.47,NA,454.5,1.15,0.419,0.145,0.086,8.338,0.0606978403536116,0.921061890790279,-1.30102999566398,0.16,-0.795880017344075
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","404","11-Dec-00","5:36",53.71,4.5,11.18,34.97,4.8,5,31,NA,"0.8","Winkler oxygen",0.71,"leucine uptake using 1.5 kg C mol-1 leucine",0.03,0.08,NA,NA,0.04,0.64,1.27,NA,201.1,0.74,0.361,0.153,0.08,5.766,-0.130768280269024,0.760874638052189,-1.52287874528034,0.11,-0.958607314841775
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","416","12-Dec-00","12:16",54,4.5,10.94,34.84,3.78,5,35,NA,"0.8","Winkler oxygen",0.7,"leucine uptake using 1.5 kg C mol-1 leucine",0.06,0.07,NA,NA,0.08,0.66,1.49,NA,140.2,0.67,0.451,0.124,0.701,5,-0.173925197299174,0.698970004336019,-1.22184874961636,0.13,-0.886056647693163
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","417","12-Dec-00","15:47",54.17,4.5,9.83,34.23,3.55,5,36,NA,"0.8","Winkler oxygen",0.37,"leucine uptake using 1.5 kg C mol-1 leucine",0.02,0.05,NA,NA,0.06,0.63,1.08,NA,180.9,0.48,0.647,0.123,0.102,10.012,-0.318758762624413,1.00052084093619,-1.69897000433602,0.07,-1.15490195998574
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","418","12-Dec-00","18:00",54.12,4.38,9.2,34.35,2.02,5,41,NA,"0.8","Winkler oxygen",0.55,"leucine uptake using 1.5 kg C mol-1 leucine",0.01,0.01,NA,NA,0.01,0.7,0.97,NA,200,0.29,0.539,0.11,0.105,5.868,-0.537602002101044,0.768490105171245,-2,0.02,-1.69897000433602
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","433","14-Dec-00","10:16",52.87,2.17,9.25,33.85,24.55,5,38,NA,"0.8","Winkler oxygen",1.06,"leucine uptake using 1.5 kg C mol-1 leucine",0.05,0.06,NA,NA,0.05,0.45,1.24,NA,120.3,0.88,0.77,0.104,0.042,16.385,-0.0555173278498314,1.21444644571839,-1.30102999566398,0.11,-0.958607314841775
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","435","14-Dec-00","12:19",52.75,2.17,9.16,33.77,24.55,5,22,NA,"0.8","Winkler oxygen",0.76,"leucine uptake using 1.5 kg C mol-1 leucine",0.05,0.39,NA,NA,0.06,0.46,0.94,NA,129.9,1.33,0.856,0.135,0.093,19.237,0.123851640967086,1.28413734498701,-1.30102999566398,0.44,-0.356547323513813
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","443","15-Dec-00","12:42",53.12,3.5,10.97,35.02,8.61,5,27,NA,"0.8","Winkler oxygen",0.45,"leucine uptake using 1.5 kg C mol-1 leucine",0.01,0.06,NA,NA,0.03,0.58,1.44,1.8,99,0.8,0.385,0.168,0.112,6.988,-0.0969100130080564,0.844352896310893,-2,0.07,-1.15490195998574
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","445","15-Dec-00","16:40",53.38,3.5,10.92,35.08,16.23,5,17,NA,"0.8","Winkler oxygen",0.17,"leucine uptake using 1.5 kg C mol-1 leucine",0.01,0.09,NA,NA,0.05,0.52,1.13,NA,98.3,0.69,0.398,0.186,0.111,5.861,-0.161150909262745,0.767971721381619,-2,0.1,-1
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","447","15-Dec-00","19:53",53.63,3.5,9.44,34.24,18.42,5,27,NA,"0.8","Winkler oxygen",0.38,"leucine uptake using 1.5 kg C mol-1 leucine",0.04,0.14,NA,NA,0.1,1.12,1.33,NA,NA,0.63,0.642,0.12,0.099,10.911,-0.200659450546418,1.03786455577437,-1.39794000867204,0.18,-0.744727494896694
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","26","26/1/1999","",43.5,8,13.3,NA,NA,5,NA,3.11,"0.8","Winkler oxygen",1.3,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.152,NA,NA,0.1,NA,0.832,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152,-0.818156412055227
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","26","26/1/1999","",43.5,8,13.3,NA,NA,20,NA,2.3,"0.8","Winkler oxygen",2.15,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.156,NA,NA,0.07,NA,0.752,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,-0.806875401645538
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","26","26/1/1999","",43.5,8,13.2,NA,NA,50,NA,0.68,"0.8","Winkler oxygen",1.38,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.067,NA,NA,0.05,NA,0.488,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,-1.17392519729917
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","26","26/1/1999","",43.5,8,13.6,NA,NA,90,NA,2.94,"0.8","Winkler oxygen",0.68,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.006,NA,NA,0.01,NA,0.208,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,-2.22184874961636
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","54","23/2/1999","",43.5,8,12.9,NA,NA,5,NA,1.87,"0.8","Winkler oxygen",2.42,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.05,NA,NA,0.02,NA,0.432,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-1.30102999566398
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","54","23/2/1999","",43.5,8,12.9,NA,NA,40,NA,0.73,"0.8","Winkler oxygen",2.03,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.019,NA,NA,0.01,NA,0.296,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,-1.72124639904717
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","54","23/2/1999","",43.5,8,13,NA,NA,90,NA,0.67,"0.8","Winkler oxygen",1.01,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.019,NA,NA,0.02,NA,0.36,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,-1.72124639904717
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","54","23/2/1999","",43.5,8,13,NA,NA,130,NA,NA,"0.8","Winkler oxygen",0.38,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.02,NA,NA,0.05,NA,0.312,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-1.69897000433602
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","79","20/3/1999","",43.5,8,13.1,NA,NA,5,NA,2.14,"0.8","Winkler oxygen",1.92,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.31,NA,NA,0.14,NA,1.304,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.508638306165727
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","79","20/3/1999","",43.5,8,13,NA,NA,20,NA,1.42,"0.8","Winkler oxygen",1.08,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.396,NA,NA,0.27,NA,1.36,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,-0.402304814074488
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","79","20/3/1999","",43.5,8,13,NA,NA,50,NA,1.16,"0.8","Winkler oxygen",1.53,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.29,NA,NA,0.16,NA,1.304,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.537602002101044
